HOG_GENE_A	HOG_GENE_B	COMP_GENE_A	COMP_GENE_B
HOG0000137	HOG0018824	AT2G16720	AT1G32520
HOG0000137	HOG0018876	AT2G16720	AT4G10020
HOG0000146	HOG0003950	AT4G01680	AT1G59730
HOG0000146	HOG0009161	AT4G01680	AT3G47490
HOG0000146	HOG0014056	AT4G01680	AT2G14050
HOG0000146	HOG0015636	AT4G01680	AT4G23620
HOG0000146	HOG0017075	AT4G01680	AT4G33030
HOG0000146	HOG0017188	AT4G01680	AT2G24800
HOG0000146	HOG0019057	AT4G01680	AT5G35100
HOG0000150	HOG0014952	AT3G08500	AT2G01360
HOG0000150	HOG0016772	AT3G08500	AT2G39140
HOG0000160	HOG0001552	AT2G32460	AT1G73190
HOG0000160	HOG0001570	AT2G32460	AT3G49530
HOG0000160	HOG0002011	AT2G32460	AT5G19010
HOG0000160	HOG0002092	AT2G32460	AT2G26150
HOG0000160	HOG0002413	AT2G32460	AT1G31320
HOG0000160	HOG0003263	AT2G32460	AT5G18460
HOG0000160	HOG0003826	AT2G32460	AT1G09630
HOG0000160	HOG0004917	AT2G32460	AT3G54030
HOG0000160	HOG0004974	AT2G32460	AT5G65090
HOG0000160	HOG0005149	AT2G32460	AT1G47670
HOG0000160	HOG0005161	AT2G32460	AT2G21590
HOG0000160	HOG0005622	AT2G32460	AT2G42600
HOG0000160	HOG0006004	AT2G32460	AT4G25500
HOG0000160	HOG0006427	AT2G32460	AT3G07020
HOG0000160	HOG0007080	AT2G32460	AT1G68740
HOG0000160	HOG0007362	AT2G32460	AT2G29070
HOG0000160	HOG0007530	AT2G32460	AT1G59540
HOG0000160	HOG0007685	AT2G32460	AT5G21050
HOG0000160	HOG0007778	AT2G32460	AT5G16930
HOG0000160	HOG0008086	AT2G32460	AT2G17950
HOG0000160	HOG0008191	AT2G32460	AT3G15000
HOG0000160	HOG0008325	AT2G32460	AT3G57520
HOG0000160	HOG0008605	AT2G32460	AT5G64200
HOG0000160	HOG0008882	AT2G32460	AT5G06130
HOG0000160	HOG0009259	AT2G32460	AT1G05310
HOG0000160	HOG0009563	AT2G32460	AT1G28470
HOG0000160	HOG0009722	AT2G32460	AT3G52980
HOG0000160	HOG0010116	AT2G32460	AT4G12070
HOG0000160	HOG0010722	AT2G32460	AT3G47520
HOG0000160	HOG0011018	AT2G32460	AT2G24070
HOG0000160	HOG0011648	AT2G32460	AT4G28890
HOG0000160	HOG0011686	AT2G32460	AT4G34230
HOG0000160	HOG0011851	AT2G32460	AT2G40810
HOG0000160	HOG0012108	AT2G32460	AT5G67030
HOG0000160	HOG0012446	AT2G32460	AT2G27460
HOG0000160	HOG0012817	AT2G32460	AT3G24490
HOG0000160	HOG0013425	AT2G32460	AT2G36640
HOG0000160	HOG0013502	AT2G32460	AT3G05420
HOG0000160	HOG0013691	AT2G32460	AT5G51410
HOG0000160	HOG0014974	AT2G32460	AT5G13950
HOG0000160	HOG0015268	AT2G32460	AT1G11800
HOG0000160	HOG0015625	AT2G32460	AT2G21610
HOG0000160	HOG0015713	AT2G32460	AT2G37260
HOG0000160	HOG0015900	AT2G32460	AT5G02140
HOG0000160	HOG0016176	AT2G32460	AT1G32080
HOG0000160	HOG0016341	AT2G32460	AT1G21650
HOG0000160	HOG0016616	AT2G32460	AT5G09995
HOG0000160	HOG0016656	AT2G32460	AT1G34630
HOG0000160	HOG0017043	AT2G32460	AT5G48390
HOG0000160	HOG0017093	AT2G32460	AT3G12685
HOG0000160	HOG0017194	AT2G32460	AT5G19500
HOG0000160	HOG0017545	AT2G32460	AT3G55330
HOG0000160	HOG0017642	AT2G32460	AT3G18890
HOG0000160	HOG0017925	AT2G32460	AT5G11550
HOG0000160	HOG0018089	AT2G32460	AT4G05150
HOG0000160	HOG0018324	AT2G32460	AT2G13540
HOG0000160	HOG0018369	AT2G32460	AT5G06400
HOG0000160	HOG0018405	AT2G32460	AT4G00030
HOG0000160	HOG0018508	AT2G32460	AT1G27050
HOG0000160	HOG0019128	AT2G32460	AT5G46150
HOG0000160	HOG0019285	AT2G32460	AT1G08530
HOG0000160	HOG0019522	AT2G32460	AT1G48280
HOG0000160	HOG0020495	AT2G32460	AT4G00467
HOG0000161	HOG0008468	AT4G26930	AT1G77370
HOG0000161	HOG0009980	AT4G26930	AT5G27950
HOG0000161	HOG0011292	AT4G26930	AT1G21870
HOG0000161	HOG0013088	AT4G26930	AT5G60570
HOG0000161	HOG0013338	AT4G26930	AT3G07560
HOG0000161	HOG0014630	AT4G26930	AT5G58110
HOG0000161	HOG0015271	AT4G26930	AT5G44550
HOG0000161	HOG0018446	AT4G26930	AT1G21840
HOG0000224	HOG0001866	AT3G16770	AT1G58340
HOG0000224	HOG0002256	AT3G16770	AT2G41510
HOG0000224	HOG0003031	AT3G16770	AT5G53970
HOG0000224	HOG0004134	AT3G16770	AT1G03790
HOG0000224	HOG0005052	AT3G16770	AT1G31130
HOG0000224	HOG0007368	AT3G16770	AT3G02350
HOG0000224	HOG0008380	AT3G16770	AT3G05675
HOG0000224	HOG0011322	AT3G16770	AT4G34740
HOG0000224	HOG0014260	AT3G16770	AT2G35370
HOG0000224	HOG0014494	AT3G16770	AT2G43235
HOG0000224	HOG0014985	AT3G16770	AT1G03650
HOG0000224	HOG0015186	AT3G16770	AT5G48545
HOG0000224	HOG0016350	AT3G16770	AT4G18465
HOG0000224	HOG0016428	AT3G16770	AT5G06590
HOG0000224	HOG0016539	AT3G16770	AT3G28970
HOG0000224	HOG0016900	AT3G16770	AT4G10340
HOG0000224	HOG0018136	AT3G16770	AT2G35900
HOG0000224	HOG0019745	AT3G16770	AT1G56570
HOG0000271	HOG0002977	AT3G05620	AT1G79380
HOG0000271	HOG0003529	AT3G05620	AT3G63200
HOG0000271	HOG0017626	AT3G05620	AT1G79760
HOG0000272	HOG0009727	AT4G33220	AT5G22750
HOG0000272	HOG0015280	AT4G33220	AT3G22290
HOG0000272	HOG0016630	AT4G33220	AT5G63290
HOG0000273	HOG0002394	AT1G11370	AT1G65560
HOG0000273	HOG0002909	AT1G11370	AT4G33450
HOG0000273	HOG0005723	AT1G11370	AT4G13890
HOG0000273	HOG0006477	AT1G11370	AT5G57170
HOG0000273	HOG0009117	AT1G11370	AT1G47720
HOG0000273	HOG0012917	AT1G11370	AT5G19400
HOG0000273	HOG0013695	AT1G11370	AT1G16040
HOG0000273	HOG0013708	AT1G11370	AT2G26270
HOG0000273	HOG0013838	AT1G11370	AT5G18580
HOG0000273	HOG0014214	AT1G11370	AT3G13940
HOG0000273	HOG0014259	AT1G11370	AT1G74130
HOG0000273	HOG0015717	AT1G11370	AT3G46610
HOG0000273	HOG0016091	AT1G11370	AT4G11790
HOG0000273	HOG0016321	AT1G11370	AT2G35820
HOG0000273	HOG0016453	AT1G11370	AT1G67680
HOG0000273	HOG0017533	AT1G11370	AT3G06790
HOG0000273	HOG0017873	AT1G11370	AT4G23330
HOG0000273	HOG0018188	AT1G11370	AT1G07745
HOG0000273	HOG0019034	AT1G11370	AT4G00300
HOG0000273	HOG0019470	AT1G11370	AT1G47840
HOG0000277	HOG0001534	AT2G26440	AT5G10510
HOG0000277	HOG0003161	AT2G26440	AT3G13850
HOG0000277	HOG0003824	AT2G26440	AT4G17940
HOG0000277	HOG0008369	AT2G26440	AT4G26620
HOG0000285	HOG0003917	AT3G49220	AT3G21670
HOG0000285	HOG0005195	AT3G49220	AT2G23070
HOG0000285	HOG0007073	AT3G49220	AT1G16880
HOG0000285	HOG0007427	AT3G49220	AT2G37420
HOG0000285	HOG0009433	AT3G49220	AT5G59520
HOG0000285	HOG0009728	AT3G49220	AT5G43530
HOG0000285	HOG0010946	AT3G49220	AT5G60730
HOG0000285	HOG0011893	AT3G49220	AT1G32060
HOG0000285	HOG0012762	AT3G49220	AT4G05530
HOG0000285	HOG0013654	AT3G49220	AT4G21820
HOG0000285	HOG0014209	AT3G49220	AT5G60700
HOG0000285	HOG0014277	AT3G49220	AT3G54130
HOG0000285	HOG0014662	AT3G49220	AT1G60490
HOG0000285	HOG0015602	AT3G49220	AT3G28210
HOG0000285	HOG0016316	AT3G49220	AT5G49970
HOG0000285	HOG0017548	AT3G49220	AT1G06440
HOG0000285	HOG0017642	AT3G49220	AT3G18890
HOG0000285	HOG0017925	AT3G49220	AT5G11550
HOG0000285	HOG0017969	AT3G49220	AT1G09157
HOG0000285	HOG0018404	AT3G49220	AT3G04550
HOG0000285	HOG0018641	AT3G49220	AT2G15020
HOG0000285	HOG0018731	AT3G49220	AT5G03910
HOG0000285	HOG0019009	AT3G49220	AT2G47450
HOG0000285	HOG0019890	AT3G49220	AT5G45120
HOG0000286	HOG0006223	AT3G59010	AT3G54850
HOG0000286	HOG0006744	AT3G59010	AT5G04250
HOG0000286	HOG0007243	AT3G59010	AT1G71160
HOG0000286	HOG0008280	AT3G59010	AT3G19460
HOG0000286	HOG0009365	AT3G59010	AT1G71180
HOG0000286	HOG0010401	AT3G59010	AT2G45720
HOG0000286	HOG0010459	AT3G59010	AT5G41050
HOG0000286	HOG0011186	AT3G59010	AT4G34490
HOG0000286	HOG0012257	AT3G59010	AT2G45790
HOG0000286	HOG0013188	AT3G59010	AT3G48460
HOG0000286	HOG0013616	AT3G59010	AT3G24740
HOG0000286	HOG0015723	AT3G59010	AT3G19720
HOG0000286	HOG0015901	AT3G59010	AT3G08780
HOG0000286	HOG0016359	AT3G59010	AT3G52905
HOG0000286	HOG0016613	AT3G59010	AT1G09740
HOG0000286	HOG0016930	AT3G59010	AT3G09150
HOG0000286	HOG0016954	AT3G59010	AT4G29490
HOG0000286	HOG0017033	AT3G59010	AT1G05385
HOG0000286	HOG0018136	AT3G59010	AT2G35900
HOG0000345	HOG0004117	AT3G03220	AT3G57830
HOG0000345	HOG0005390	AT3G03220	AT1G05960
HOG0000345	HOG0007932	AT3G03220	AT4G17090
HOG0000345	HOG0010254	AT3G03220	AT4G30350
HOG0000345	HOG0011648	AT3G03220	AT4G28890
HOG0000345	HOG0014478	AT3G03220	AT4G03210
HOG0000345	HOG0015727	AT3G03220	AT2G32810
HOG0000345	HOG0016347	AT3G03220	AT1G06110
HOG0000345	HOG0016552	AT3G03220	AT4G10130
HOG0000345	HOG0016855	AT3G03220	AT5G23730
HOG0000345	HOG0017195	AT3G03220	AT5G03110
HOG0000345	HOG0017240	AT3G03220	AT1G73930
HOG0000345	HOG0017820	AT3G03220	AT5G02820
HOG0000345	HOG0018026	AT3G03220	AT1G20300
HOG0000345	HOG0018084	AT3G03220	AT3G10210
HOG0000345	HOG0018336	AT3G03220	AT5G48170
HOG0000346	HOG0010254	AT4G38210	AT4G30350
HOG0000346	HOG0013223	AT4G38210	AT3G17900
HOG0000363	HOG0008381	AT2G40610	AT1G70190
HOG0000363	HOG0014220	AT2G40610	AT5G25080
HOG0000363	HOG0019348	AT2G40610	AT1G32220
HOG0000380	HOG0001552	AT5G62940	AT1G73190
HOG0000380	HOG0002791	AT5G62940	AT1G08820
HOG0000380	HOG0005757	AT5G62940	AT3G46110
HOG0000380	HOG0006516	AT5G62940	AT1G29890
HOG0000380	HOG0006807	AT5G62940	AT5G61440
HOG0000380	HOG0007306	AT5G62940	AT1G75500
HOG0000380	HOG0009339	AT5G62940	AT4G35060
HOG0000380	HOG0011229	AT5G62940	AT3G19270
HOG0000380	HOG0011637	AT5G62940	AT1G48605
HOG0000380	HOG0012722	AT5G62940	AT1G66750
HOG0000380	HOG0012824	AT5G62940	AT4G27030
HOG0000380	HOG0013189	AT5G62940	AT5G15440
HOG0000380	HOG0013637	AT5G62940	AT5G55130
HOG0000380	HOG0013691	AT5G62940	AT5G51410
HOG0000380	HOG0014085	AT5G62940	AT4G13400
HOG0000380	HOG0014308	AT5G62940	AT4G32650
HOG0000380	HOG0014810	AT5G62940	AT4G06599
HOG0000380	HOG0014926	AT5G62940	AT5G64330
HOG0000380	HOG0015132	AT5G62940	AT5G64470
HOG0000380	HOG0016721	AT5G62940	AT2G21370
HOG0000380	HOG0016771	AT5G62940	AT5G66240
HOG0000380	HOG0017379	AT5G62940	AT3G09925
HOG0000380	HOG0017612	AT5G62940	AT2G30600
HOG0000380	HOG0018004	AT5G62940	AT2G24970
HOG0000380	HOG0018099	AT5G62940	AT3G45020
HOG0000380	HOG0018993	AT5G62940	AT1G08315
HOG0000391	HOG0001148	AT5G60850	AT2G36170
HOG0000391	HOG0003472	AT5G60850	AT1G24620
HOG0000391	HOG0007183	AT5G60850	AT5G18650
HOG0000391	HOG0007528	AT5G60850	AT1G63440
HOG0000391	HOG0008711	AT5G60850	AT5G08520
HOG0000391	HOG0011894	AT5G60850	AT5G51850
HOG0000391	HOG0013384	AT5G60850	AT2G36230
HOG0000391	HOG0013728	AT5G60850	AT1G52630
HOG0000391	HOG0015176	AT5G60850	AT2G30575
HOG0000391	HOG0015503	AT5G60850	AT2G38710
HOG0000391	HOG0015718	AT5G60850	AT2G04845
HOG0000391	HOG0016764	AT5G60850	AT3G54090
HOG0000391	HOG0016950	AT5G60850	AT2G25620
HOG0000391	HOG0017407	AT5G60850	AT5G37530
HOG0000391	HOG0018841	AT5G60850	AT4G18460
HOG0000400	HOG0011452	AT5G65590	AT5G12900
HOG0000400	HOG0015018	AT5G65590	AT5G42710
HOG0000418	HOG0006984	AT3G55550	AT5G51100
HOG0000458	HOG0001186	AT1G77210	AT1G53190
HOG0000458	HOG0002085	AT1G77210	AT5G50860
HOG0000458	HOG0002801	AT1G77210	AT4G22010
HOG0000458	HOG0002839	AT1G77210	AT5G10520
HOG0000458	HOG0003773	AT1G77210	AT3G03540
HOG0000458	HOG0003849	AT1G77210	AT5G64790
HOG0000458	HOG0003950	AT1G77210	AT1G59730
HOG0000458	HOG0004124	AT1G77210	AT1G61240
HOG0000458	HOG0004173	AT1G77210	AT1G61670
HOG0000458	HOG0004473	AT1G77210	AT5G04220
HOG0000458	HOG0004956	AT1G77210	AT4G12420
HOG0000458	HOG0005426	AT1G77210	AT2G16650
HOG0000458	HOG0005650	AT1G77210	AT4G27110
HOG0000458	HOG0005652	AT1G77210	AT1G78980
HOG0000458	HOG0006307	AT1G77210	AT5G65760
HOG0000458	HOG0006334	AT1G77210	AT5G15570
HOG0000458	HOG0006516	AT1G77210	AT1G29890
HOG0000458	HOG0007063	AT1G77210	AT4G30430
HOG0000458	HOG0007186	AT1G77210	AT4G35050
HOG0000458	HOG0008183	AT1G77210	AT4G35970
HOG0000458	HOG0008356	AT1G77210	AT1G62330
HOG0000458	HOG0008529	AT1G77210	AT2G42910
HOG0000458	HOG0008759	AT1G77210	AT2G12646
HOG0000458	HOG0008870	AT1G77210	AT1G22460
HOG0000458	HOG0008927	AT1G77210	AT1G06050
HOG0000458	HOG0009952	AT1G77210	AT1G71070
HOG0000458	HOG0010015	AT1G77210	AT1G58370
HOG0000458	HOG0010458	AT1G77210	AT5G48030
HOG0000458	HOG0010476	AT1G77210	AT1G51460
HOG0000458	HOG0010898	AT1G77210	AT5G01210
HOG0000458	HOG0010901	AT1G77210	AT2G48110
HOG0000458	HOG0010904	AT1G77210	AT1G07620
HOG0000458	HOG0011424	AT1G77210	AT1G79470
HOG0000458	HOG0011680	AT1G77210	AT4G11110
HOG0000458	HOG0012304	AT1G77210	AT1G47270
HOG0000458	HOG0012396	AT1G77210	AT5G16520
HOG0000458	HOG0012546	AT1G77210	AT3G57660
HOG0000458	HOG0012757	AT1G77210	AT1G76850
HOG0000458	HOG0012862	AT1G77210	AT3G60500
HOG0000458	HOG0012895	AT1G77210	AT4G39030
HOG0000458	HOG0013297	AT1G77210	AT3G30775
HOG0000458	HOG0013373	AT1G77210	AT4G02720
HOG0000458	HOG0013415	AT1G77210	AT2G15900
HOG0000458	HOG0013681	AT1G77210	AT1G80410
HOG0000458	HOG0013798	AT1G77210	AT4G34090
HOG0000458	HOG0013805	AT1G77210	AT5G05560
HOG0000458	HOG0013807	AT1G77210	AT1G67930
HOG0000458	HOG0014054	AT1G77210	AT5G16260
HOG0000458	HOG0014193	AT1G77210	AT5G24740
HOG0000458	HOG0014320	AT1G77210	AT5G40480
HOG0000458	HOG0014522	AT1G77210	AT3G19090
HOG0000458	HOG0014553	AT1G77210	AT1G17040
HOG0000458	HOG0014596	AT1G77210	AT5G13050
HOG0000458	HOG0014611	AT1G77210	AT5G05660
HOG0000458	HOG0014631	AT1G77210	AT4G32050
HOG0000458	HOG0014676	AT1G77210	AT3G62110
HOG0000458	HOG0014743	AT1G77210	AT1G52260
HOG0000458	HOG0014769	AT1G77210	AT5G04290
HOG0000458	HOG0014832	AT1G77210	AT2G40000
HOG0000458	HOG0015060	AT1G77210	AT5G62600
HOG0000458	HOG0015064	AT1G77210	AT1G53200
HOG0000458	HOG0015071	AT1G77210	AT1G16800
HOG0000458	HOG0015202	AT1G77210	AT5G16420
HOG0000458	HOG0015204	AT1G77210	AT3G12530
HOG0000458	HOG0015291	AT1G77210	AT5G37510
HOG0000458	HOG0015447	AT1G77210	AT5G58510
HOG0000458	HOG0015513	AT1G77210	AT4G28260
HOG0000458	HOG0015523	AT1G77210	AT1G48360
HOG0000458	HOG0015545	AT1G77210	AT5G65960
HOG0000458	HOG0015701	AT1G77210	AT3G12350
HOG0000458	HOG0015725	AT1G77210	AT4G39820
HOG0000458	HOG0015795	AT1G77210	AT1G25570
HOG0000458	HOG0015883	AT1G77210	AT2G07170
HOG0000458	HOG0016049	AT1G77210	AT5G13530
HOG0000458	HOG0016237	AT1G77210	AT2G15230
HOG0000458	HOG0016297	AT1G77210	AT1G12230
HOG0000458	HOG0016311	AT1G77210	AT3G26750
HOG0000458	HOG0016335	AT1G77210	AT3G59630
HOG0000458	HOG0016352	AT1G77210	AT3G06880
HOG0000458	HOG0016364	AT1G77210	AT5G01400
HOG0000458	HOG0016404	AT1G77210	AT4G23860
HOG0000458	HOG0016528	AT1G77210	AT1G72440
HOG0000458	HOG0016565	AT1G77210	AT1G76400
HOG0000458	HOG0016628	AT1G77210	AT3G01380
HOG0000458	HOG0016662	AT1G77210	AT5G63920
HOG0000458	HOG0016726	AT1G77210	AT5G46840
HOG0000458	HOG0016769	AT1G77210	AT4G10760
HOG0000458	HOG0016802	AT1G77210	AT1G03000
HOG0000458	HOG0016846	AT1G77210	AT2G07690
HOG0000458	HOG0016929	AT1G77210	AT5G18830
HOG0000458	HOG0016958	AT1G77210	AT5G39960
HOG0000458	HOG0016976	AT1G77210	AT2G38500
HOG0000458	HOG0017001	AT1G77210	AT3G04650
HOG0000458	HOG0017091	AT1G77210	AT2G43980
HOG0000458	HOG0017117	AT1G77210	AT5G39940
HOG0000458	HOG0017122	AT1G77210	AT1G80190
HOG0000458	HOG0017205	AT1G77210	AT5G25070
HOG0000458	HOG0017226	AT1G77210	AT3G21580
HOG0000458	HOG0017246	AT1G77210	AT3G03210
HOG0000458	HOG0017335	AT1G77210	AT2G16440
HOG0000458	HOG0017339	AT1G77210	AT4G33060
HOG0000458	HOG0017364	AT1G77210	AT4G24175
HOG0000458	HOG0017495	AT1G77210	AT5G19350
HOG0000458	HOG0017573	AT1G77210	AT1G66345
HOG0000458	HOG0017586	AT1G77210	AT2G44420
HOG0000458	HOG0017673	AT1G77210	AT1G08960
HOG0000458	HOG0017838	AT1G77210	AT1G13770
HOG0000458	HOG0017883	AT1G77210	AT5G08490
HOG0000458	HOG0017945	AT1G77210	AT5G51150
HOG0000458	HOG0017948	AT1G77210	AT4G13450
HOG0000458	HOG0017991	AT1G77210	AT5G57250
HOG0000458	HOG0018076	AT1G77210	AT4G15470
HOG0000458	HOG0018081	AT1G77210	AT4G30720
HOG0000458	HOG0018092	AT1G77210	AT3G54510
HOG0000458	HOG0018108	AT1G77210	AT2G42710
HOG0000458	HOG0018125	AT1G77210	AT3G56040
HOG0000458	HOG0018485	AT1G77210	AT1G05055
HOG0000458	HOG0018540	AT1G77210	AT3G11460
HOG0000458	HOG0018583	AT1G77210	AT5G64860
HOG0000458	HOG0018770	AT1G77210	AT2G42820
HOG0000458	HOG0018786	AT1G77210	AT3G47830
HOG0000458	HOG0018860	AT1G77210	AT4G14000
HOG0000458	HOG0018873	AT1G77210	AT2G42560
HOG0000458	HOG0018890	AT1G77210	AT5G25500
HOG0000458	HOG0019140	AT1G77210	AT5G24850
HOG0000555	HOG0013423	AT1G09080	AT1G71490
HOG0000555	HOG0016494	AT1G09080	AT3G20730
HOG0000555	HOG0016693	AT1G09080	AT5G23290
HOG0000574	HOG0001552	AT5G23260	AT1G73190
HOG0000574	HOG0009339	AT5G23260	AT4G35060
HOG0000574	HOG0009632	AT5G23260	AT1G11490
HOG0000574	HOG0009873	AT5G23260	AT5G41390
HOG0000574	HOG0014733	AT5G23260	AT4G18340
HOG0000574	HOG0016713	AT5G23260	AT2G43110
HOG0000574	HOG0019128	AT5G23260	AT5G46150
HOG0000589	HOG0005842	AT1G22130	AT5G09550
HOG0000589	HOG0008575	AT1G22130	AT1G11430
HOG0000589	HOG0010470	AT1G22130	AT5G66010
HOG0000589	HOG0011889	AT1G22130	AT1G12600
HOG0000589	HOG0015297	AT1G22130	AT5G13420
HOG0000589	HOG0015867	AT1G22130	AT3G59090
HOG0000589	HOG0016657	AT1G22130	AT3G22680
HOG0000678	HOG0010657	AT1G47530	AT1G63720
HOG0000700	HOG0001103	AT5G15310	AT2G47260
HOG0000700	HOG0002906	AT5G15310	AT5G25310
HOG0000700	HOG0013818	AT5G15310	AT4G17020
HOG0000700	HOG0015053	AT5G15310	AT4G16535
HOG0000700	HOG0017550	AT5G15310	AT2G16790
HOG0000700	HOG0018037	AT5G15310	AT2G32930
HOG0000700	HOG0018356	AT5G15310	AT3G25410
HOG0000700	HOG0018374	AT5G15310	AT5G42760
HOG0000700	HOG0018402	AT5G15310	AT3G51790
HOG0000700	HOG0018533	AT5G15310	AT5G57040
HOG0000700	HOG0019158	AT5G15310	AT1G31600
HOG0000731	HOG0001534	AT4G02670	AT5G10510
HOG0000731	HOG0018215	AT4G02670	AT1G73710
HOG0000731	HOG0019346	AT4G02670	AT1G24450
HOG0000731	HOG0019356	AT4G02670	AT1G70820
HOG0000861	HOG0002936	AT1G76370	AT5G23190
HOG0000861	HOG0004221	AT1G76370	AT4G09640
HOG0000861	HOG0005545	AT1G76370	AT4G28700
HOG0000861	HOG0006333	AT1G76370	AT1G31240
HOG0000861	HOG0006612	AT1G76370	AT1G75160
HOG0000861	HOG0007673	AT1G76370	AT5G56580
HOG0000861	HOG0008179	AT1G76370	AT2G06210
HOG0000861	HOG0009952	AT1G76370	AT1G71070
HOG0000861	HOG0010412	AT1G76370	AT5G35370
HOG0000861	HOG0011783	AT1G76370	AT5G54810
HOG0000861	HOG0011806	AT1G76370	AT4G38070
HOG0000861	HOG0012930	AT1G76370	AT5G12190
HOG0000861	HOG0012989	AT1G76370	AT1G69390
HOG0000861	HOG0013705	AT1G76370	AT5G14950
HOG0000861	HOG0014629	AT1G76370	AT5G20650
HOG0000861	HOG0015587	AT1G76370	AT5G51610
HOG0000861	HOG0015686	AT1G76370	AT1G48860
HOG0000861	HOG0015725	AT1G76370	AT4G39820
HOG0000861	HOG0015900	AT1G76370	AT5G02140
HOG0000861	HOG0017545	AT1G76370	AT3G55330
HOG0000861	HOG0018236	AT1G76370	AT5G09460
HOG0000861	HOG0018634	AT1G76370	AT5G40400
HOG0000861	HOG0019131	AT1G76370	AT2G01755
HOG0000861	HOG0019259	AT1G76370	AT5G52810
HOG0000862	HOG0003355	AT5G13160	AT1G61660
HOG0000862	HOG0004998	AT5G13160	AT1G22880
HOG0000862	HOG0006332	AT5G13160	AT3G18380
HOG0000862	HOG0007011	AT5G13160	AT1G11790
HOG0000862	HOG0008339	AT5G13160	AT2G44970
HOG0000862	HOG0014130	AT5G13160	AT1G58120
HOG0000862	HOG0014662	AT5G13160	AT1G60490
HOG0000862	HOG0014848	AT5G13160	AT5G11900
HOG0000862	HOG0015335	AT5G13160	AT2G30710
HOG0000862	HOG0017925	AT5G13160	AT5G11550
HOG0000862	HOG0017969	AT5G13160	AT1G09157
HOG0000862	HOG0018900	AT5G13160	AT1G34160
HOG0000863	HOG0012362	AT3G26940	AT1G06150
HOG0000863	HOG0017479	AT3G26940	AT5G43940
HOG0000863	HOG0019107	AT3G26940	AT5G28960
HOG0000881	HOG0003835	AT4G35390	AT4G31820
HOG0000881	HOG0011844	AT4G35390	AT5G05570
HOG0000893	HOG0001534	AT2G42940	AT5G10510
HOG0000893	HOG0007454	AT2G42940	AT4G35860
HOG0000893	HOG0012851	AT2G42940	AT1G51450
HOG0000893	HOG0015465	AT2G42940	AT1G72560
HOG0000896	HOG0002132	AT3G55920	AT5G56660
HOG0000896	HOG0003303	AT3G55920	AT1G58180
HOG0000896	HOG0003440	AT3G55920	AT1G12480
HOG0000896	HOG0004956	AT3G55920	AT4G12420
HOG0000896	HOG0006516	AT3G55920	AT1G29890
HOG0000896	HOG0007072	AT3G55920	AT5G04740
HOG0000896	HOG0008183	AT3G55920	AT4G35970
HOG0000896	HOG0008660	AT3G55920	AT5G58310
HOG0000896	HOG0008705	AT3G55920	AT1G27700
HOG0000896	HOG0009655	AT3G55920	AT1G17030
HOG0000896	HOG0010421	AT3G55920	AT1G75230
HOG0000896	HOG0011321	AT3G55920	AT5G39220
HOG0000896	HOG0011424	AT3G55920	AT1G79470
HOG0000896	HOG0012539	AT3G55920	AT4G32530
HOG0000896	HOG0012811	AT3G55920	AT3G01210
HOG0000896	HOG0012862	AT3G55920	AT3G60500
HOG0000896	HOG0013499	AT3G55920	AT5G27920
HOG0000896	HOG0013798	AT3G55920	AT4G34090
HOG0000896	HOG0013807	AT3G55920	AT1G67930
HOG0000896	HOG0014054	AT3G55920	AT5G16260
HOG0000896	HOG0014709	AT3G55920	AT2G41620
HOG0000896	HOG0014848	AT3G55920	AT5G11900
HOG0000896	HOG0015202	AT3G55920	AT5G16420
HOG0000896	HOG0015291	AT3G55920	AT5G37510
HOG0000896	HOG0015888	AT3G55920	AT3G06040
HOG0000896	HOG0015899	AT3G55920	AT5G12290
HOG0000896	HOG0016380	AT3G55920	AT4G14310
HOG0000896	HOG0016652	AT3G55920	AT2G16880
HOG0000896	HOG0016675	AT3G55920	AT5G51660
HOG0000896	HOG0016958	AT3G55920	AT5G39960
HOG0000896	HOG0017122	AT3G55920	AT1G80190
HOG0000896	HOG0017226	AT3G55920	AT3G21580
HOG0000896	HOG0017440	AT3G55920	AT2G24090
HOG0000896	HOG0017629	AT3G55920	AT1G69070
HOG0000896	HOG0018439	AT3G55920	AT5G26749
HOG0000896	HOG0018770	AT3G55920	AT2G42820
HOG0000896	HOG0019088	AT3G55920	AT4G37170
HOG0000902	HOG0006073	AT2G38730	AT4G35785
HOG0000902	HOG0010499	AT2G38730	AT4G22220
HOG0000902	HOG0012824	AT2G38730	AT4G27030
HOG0000902	HOG0013255	AT2G38730	AT3G58730
HOG0000902	HOG0015845	AT2G38730	AT4G02770
HOG0000937	HOG0009403	AT1G11600	AT2G41540
HOG0000937	HOG0012981	AT1G11600	AT3G53440
HOG0000937	HOG0014283	AT1G11600	AT4G21330
HOG0000937	HOG0017622	AT1G11600	AT5G56450
HOG0000937	HOG0019064	AT1G11600	AT3G25210
HOG0001011	HOG0001075	AT4G10250	AT4G36470
HOG0001011	HOG0001729	AT4G10250	AT3G60330
HOG0001011	HOG0003578	AT4G10250	AT5G44030
HOG0001011	HOG0004359	AT4G10250	AT4G21585
HOG0001011	HOG0005545	AT4G10250	AT4G28700
HOG0001011	HOG0006167	AT4G10250	AT1G04430
HOG0001011	HOG0006217	AT4G10250	AT1G20180
HOG0001011	HOG0006330	AT4G10250	AT4G33700
HOG0001011	HOG0006333	AT4G10250	AT1G31240
HOG0001011	HOG0006780	AT4G10250	AT1G11940
